City,Vehicle Type,Weather,Economic Condition,Day Of Week,Hour Of Day,Speed,Is Peak Hour,Random Event Occurred,Energy Consumption,Traffic Density
Ecoopolis,Autonomous Vehicle,Clear,Recession,Thursday,16,17.5714,0,0,14.0571,0.0433
Neuroburg,Autonomous Vehicle,Rainy,Recession,Tuesday,3,69.9449,0,0,66.9329,0.012
SolarisVille,Drone,Clear,Booming,Thursday,1,52.051,0,0,26.0255,0.3147
Neuroburg,Autonomous Vehicle,Rainy,Booming,Saturday,18,52.5183,0,0,50.2567,0.0762
Ecoopolis,Drone,Snowy,Booming,Friday,21,86.4,0,0,46.3654,0.2041
AquaCity,Autonomous Vehicle,Solar Flare,Stable,Monday,22,89.096,0,0,71.2768,0.4298
MetropolisX,Autonomous Vehicle,Rainy,Booming,Saturday,8,37.6059,0,0,35.9865,0.5933
AquaCity,Car,Snowy,Recession,Thursday,16,47.7459,0,0,47.7459,0.1842
TechHaven,Autonomous Vehicle,Clear,Recession,Saturday,0,55.7167,0,0,50.6516,0.1146
Neuroburg,Drone,Clear,Recession,Wednesday,23,59.4173,0,0,33.7598,0.0611
MetropolisX,Drone,Snowy,Stable,Wednesday,3,77.155,0,0,46.1453,0.6183
AquaCity,Drone,Snowy,Recession,Wednesday,4,35.3039,0,0,19.6133,0.1344
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Thursday,16,63.8145,0,0,61.0665,0.0512
AquaCity,Flying Car,Electromagnetic Storm,Recession,Monday,22,18.398,0,0,22.0776,0.2879
Neuroburg,Drone,Solar Flare,Recession,Thursday,20,49.542,0,0,28.1489,0.0362
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Booming,Tuesday,18,108.3456,1,0,102.6756,0.6559
Ecoopolis,Drone,Electromagnetic Storm,Recession,Monday,12,71.8082,0,0,35.9041,0.1821
AquaCity,Drone,Snowy,Booming,Wednesday,8,19.1541,1,0,9.577,0.3823
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Sunday,18,54.6023,0,0,49.6385,0.3321
SolarisVille,Drone,Rainy,Stable,Sunday,3,84.5452,0,0,42.2726,0.3665
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,20,75.2585,0,1,66.8964,0.2711
AquaCity,Autonomous Vehicle,Solar Flare,Stable,Sunday,21,33.4707,0,0,26.7766,0.5983
MetropolisX,Drone,Solar Flare,Recession,Sunday,18,61.2398,0,0,34.7954,0.0985
SolarisVille,Autonomous Vehicle,Rainy,Recession,Tuesday,8,18.1408,1,0,14.5126,0.1651
AquaCity,Drone,Electromagnetic Storm,Booming,Friday,23,77.5439,0,0,38.7719,0.4608
Ecoopolis,Autonomous Vehicle,Clear,Recession,Sunday,7,97.8374,0,0,78.2699,0.0716
Neuroburg,Drone,Clear,Booming,Sunday,5,76.3067,0,0,43.3561,0.121
Neuroburg,Autonomous Vehicle,Rainy,Recession,Thursday,17,60.676,1,0,46.4505,0.0491
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Wednesday,20,31.8888,0,0,24.7776,0.0867
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Monday,23,41.7023,0,0,37.0687,0.2017
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Saturday,23,35.2942,0,0,28.2353,0.178
SolarisVille,Drone,Clear,Stable,Tuesday,14,31.6362,0,0,15.8181,0.5239
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,7,54.4307,1,0,41.6694,0.1643
Neuroburg,Autonomous Vehicle,Clear,Stable,Sunday,16,94.0084,0,0,85.4622,0.0895
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Monday,0,95.04,0,0,77.0007,0.1143
SolarisVille,Drone,Electromagnetic Storm,Stable,Saturday,1,100.3766,0,1,50.1883,0.3707
SolarisVille,Drone,Clear,Booming,Wednesday,5,22.6171,0,0,11.3085,0.3171
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Wednesday,3,56.933,0,0,45.5464,0.1649
TechHaven,Autonomous Vehicle,Snowy,Booming,Sunday,22,23.6932,0,0,22.6729,0.2606
AquaCity,Autonomous Vehicle,Rainy,Stable,Saturday,17,28.8337,0,0,23.067,0.3867
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Friday,14,78.3547,0,0,62.6838,0.1214
SolarisVille,Autonomous Vehicle,Clear,Stable,Thursday,1,34.4744,0,0,27.5795,0.4421
AquaCity,Autonomous Vehicle,Rainy,Booming,Monday,13,46.4603,0,0,37.1683,0.5473
TechHaven,Autonomous Vehicle,Clear,Stable,Saturday,6,39.1424,0,0,35.584,0.2234
Ecoopolis,Car,Snowy,Recession,Saturday,21,50.1343,0,0,50.1343,0.1349
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Friday,8,54.235,1,0,39.4437,0.2149
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Friday,14,56.8312,0,0,51.6647,0.2755
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Wednesday,21,31.0927,0,0,30.7088,0.1505
Ecoopolis,Drone,Clear,Recession,Wednesday,12,68.286,0,0,37.9367,0.0548
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Thursday,4,44.141,0,0,42.2402,0.0297
TechHaven,Autonomous Vehicle,Snowy,Stable,Friday,12,44.0872,0,0,42.1887,0.3052
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Wednesday,0,86.4,0,0,76.7252,0.1791
Neuroburg,Autonomous Vehicle,Rainy,Stable,Thursday,13,79.6576,0,0,76.2274,0.0573
TechHaven,Autonomous Vehicle,Clear,Booming,Monday,1,20.8455,0,0,18.9505,0.2952
MetropolisX,Car,Solar Flare,Recession,Tuesday,18,31.1683,1,0,28.3348,0.184
TechHaven,Drone,Rainy,Booming,Wednesday,9,73.9103,0,0,44.2047,0.2548
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Sunday,18,42.3562,0,0,33.885,0.5143
Neuroburg,Drone,Electromagnetic Storm,Stable,Wednesday,21,72.301,0,0,43.2422,0.0923
Neuroburg,Autonomous Vehicle,Clear,Recession,Sunday,20,50.1204,0,0,45.564,0.0488
MetropolisX,Car,Solar Flare,Booming,Thursday,8,38.1809,1,0,38.1809,0.8342
Neuroburg,Autonomous Vehicle,Clear,Stable,Friday,14,72.1524,0,0,65.5931,0.1233
AquaCity,Car,Electromagnetic Storm,Booming,Thursday,15,90.5207,0,0,90.5207,0.4145
MetropolisX,Drone,Electromagnetic Storm,Stable,Sunday,22,12.5593,0,0,14.5726,0.952
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,22,96.0,0,0,89.6189,0.162
Ecoopolis,Drone,Solar Flare,Stable,Monday,15,63.6594,0,1,31.8297,0.3307
AquaCity,Car,Clear,Booming,Saturday,10,55.3419,0,0,55.3419,0.6243
Ecoopolis,Car,Rainy,Stable,Wednesday,7,37.7952,1,0,37.7952,0.3463
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Thursday,17,88.4541,1,0,67.7161,0.0762
MetropolisX,Autonomous Vehicle,Clear,Booming,Saturday,20,44.9615,0,0,40.8741,0.4394
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Friday,19,64.2477,0,0,57.1091,0.2797
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Booming,Monday,19,108.0,0,0,96.4055,0.4746
TechHaven,Autonomous Vehicle,Clear,Booming,Sunday,22,94.825,0,1,86.2046,0.2969
TechHaven,Autonomous Vehicle,Rainy,Stable,Saturday,6,46.6048,0,0,44.5979,0.2516
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Tuesday,3,40.7705,0,0,32.6164,0.0685
MetropolisX,Autonomous Vehicle,Clear,Stable,Monday,11,120.2338,0,0,109.3035,0.5342
MetropolisX,Autonomous Vehicle,Rainy,Recession,Friday,2,17.3737,0,0,26.3898,0.1095
MetropolisX,Drone,Rainy,Booming,Thursday,15,92.1116,0,0,55.0907,0.3743
AquaCity,Flying Car,Rainy,Stable,Friday,3,38.4716,0,0,46.1659,0.6167
Ecoopolis,Autonomous Vehicle,Clear,Stable,Tuesday,5,59.1043,0,1,47.2834,0.2233
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,23,67.2772,0,0,53.8218,0.2013
TechHaven,Drone,Rainy,Recession,Sunday,19,31.3411,0,0,18.7447,0.109
AquaCity,Autonomous Vehicle,Rainy,Booming,Monday,20,45.9553,0,0,40.8492,0.344
TechHaven,Flying Car,Solar Flare,Stable,Thursday,9,82.7768,0,0,112.8774,0.2556
AquaCity,Autonomous Vehicle,Solar Flare,Stable,Tuesday,2,75.5365,0,0,60.4292,0.6873
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,23,113.9607,0,0,109.0533,0.3635
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Wednesday,17,76.8,1,0,68.7008,0.2307
TechHaven,Autonomous Vehicle,Snowy,Stable,Monday,22,26.3116,0,0,25.1785,0.1333
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,7,77.1907,0,0,61.7526,0.2838
Ecoopolis,Drone,Rainy,Booming,Sunday,15,49.7005,0,0,24.8502,0.1901
MetropolisX,Flying Car,Snowy,Booming,Thursday,17,33.0861,1,0,46.4366,1.1294
MetropolisX,Drone,Clear,Booming,Monday,11,45.8349,0,0,26.0426,0.5286
Ecoopolis,Car,Rainy,Stable,Sunday,6,79.8865,0,0,79.8865,0.3533
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Tuesday,5,22.4307,0,0,17.9446,0.2111
AquaCity,Drone,Snowy,Stable,Wednesday,4,62.7026,0,0,31.3513,0.7059
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,11,24.978,0,1,23.9024,0.1633
MetropolisX,Autonomous Vehicle,Rainy,Stable,Monday,7,62.8476,1,0,48.113,0.4616
SolarisVille,Autonomous Vehicle,Snowy,Stable,Friday,10,39.9234,0,0,31.9388,0.3142
MetropolisX,Autonomous Vehicle,Solar Flare,Stable,Saturday,2,26.6836,0,0,24.2578,0.5097
SolarisVille,Car,Clear,Stable,Monday,23,64.2451,0,0,64.2451,0.5694
AquaCity,Autonomous Vehicle,Rainy,Stable,Tuesday,18,18.687,1,1,16.6107,0.3284
SolarisVille,Car,Electromagnetic Storm,Recession,Thursday,4,106.3111,0,1,118.1235,0.1943
MetropolisX,Drone,Rainy,Booming,Monday,1,98.0855,0,0,58.6636,0.4281
MetropolisX,Autonomous Vehicle,Solar Flare,Stable,Monday,20,19.1225,0,0,17.5597,0.6932
Ecoopolis,Autonomous Vehicle,Clear,Booming,Tuesday,21,86.4,0,0,88.7014,0.1713
AquaCity,Drone,Rainy,Recession,Friday,2,13.7974,0,0,6.8987,0.3884
TechHaven,Drone,Rainy,Stable,Tuesday,1,40.4391,0,0,33.5918,0.2402
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,1,51.4007,0,0,41.1206,0.3854
TechHaven,Autonomous Vehicle,Clear,Stable,Wednesday,18,77.3275,1,0,52.0724,0.1863
MetropolisX,Autonomous Vehicle,Rainy,Booming,Friday,17,36.925,1,0,34.5497,1.0646
SolarisVille,Flying Car,Rainy,Stable,Monday,4,12.9889,0,0,15.5867,0.3627
SolarisVille,Drone,Electromagnetic Storm,Stable,Saturday,17,25.6495,0,0,12.8248,0.4582
AquaCity,Car,Clear,Stable,Monday,8,72.0058,1,0,72.0058,0.8534
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Thursday,13,15.4904,0,0,15.4904,0.1737
AquaCity,Drone,Solar Flare,Stable,Friday,15,106.9894,0,0,53.4947,0.375
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Tuesday,15,64.8221,0,0,51.8577,0.0915
TechHaven,Autonomous Vehicle,Clear,Booming,Thursday,13,60.812,0,0,55.2837,0.3076
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Sunday,1,75.9549,0,0,60.764,0.1567
AquaCity,Drone,Solar Flare,Recession,Thursday,23,67.9139,0,0,33.957,0.282
Neuroburg,Drone,Clear,Booming,Monday,22,103.0393,0,0,58.5451,0.0773
Neuroburg,Autonomous Vehicle,Snowy,Booming,Monday,9,23.8112,0,0,22.7859,0.1022
TechHaven,Autonomous Vehicle,Clear,Booming,Thursday,20,41.6084,0,0,35.0239,0.2643
MetropolisX,Drone,Solar Flare,Stable,Sunday,15,83.5782,0,0,47.4876,0.5881
Ecoopolis,Flying Car,Electromagnetic Storm,Recession,Thursday,2,39.4475,0,0,47.3369,0.1457
Neuroburg,Autonomous Vehicle,Snowy,Booming,Wednesday,2,64.5531,0,1,61.7733,0.1139
Neuroburg,Autonomous Vehicle,Snowy,Stable,Thursday,0,86.9704,0,0,83.2253,0.0693
MetropolisX,Autonomous Vehicle,Rainy,Booming,Monday,7,71.9188,1,0,67.2925,0.9208
AquaCity,Flying Car,Clear,Booming,Tuesday,7,86.4,1,0,131.6471,0.725
MetropolisX,Autonomous Vehicle,Rainy,Booming,Sunday,20,77.1125,0,0,73.7919,0.2705
TechHaven,Drone,Rainy,Booming,Wednesday,1,45.4823,0,0,27.2024,0.2582
AquaCity,Drone,Clear,Stable,Friday,18,86.4,1,0,63.4987,0.6254
Ecoopolis,Drone,Rainy,Recession,Thursday,22,90.4154,0,0,45.2077,0.044
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Thursday,9,31.5702,0,0,25.2562,0.1133
SolarisVille,Autonomous Vehicle,Snowy,Booming,Monday,1,105.1815,0,0,84.1452,0.3655
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Booming,Thursday,20,33.604,0,0,29.8702,0.6006
SolarisVille,Autonomous Vehicle,Rainy,Stable,Monday,5,65.3813,0,0,52.305,0.3342
SolarisVille,Autonomous Vehicle,Clear,Recession,Wednesday,1,54.331,0,0,43.4648,0.2116
Neuroburg,Autonomous Vehicle,Rainy,Booming,Sunday,19,48.0246,0,0,45.9566,0.0521
AquaCity,Drone,Electromagnetic Storm,Booming,Saturday,7,96.4011,0,0,48.2006,0.4986
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,1,29.2038,0,0,27.9462,0.1627
AquaCity,Drone,Snowy,Recession,Sunday,3,27.9818,0,0,13.9909,0.1556
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Tuesday,7,95.4934,1,0,69.4497,0.0983
Ecoopolis,Drone,Rainy,Stable,Monday,4,86.4,0,0,57.431,0.1602
AquaCity,Autonomous Vehicle,Rainy,Booming,Tuesday,13,17.5158,0,0,14.0126,0.4891
AquaCity,Autonomous Vehicle,Snowy,Stable,Friday,0,43.8223,0,0,35.0578,0.5448
AquaCity,Autonomous Vehicle,Solar Flare,Stable,Sunday,7,89.9637,0,0,71.971,0.397
MetropolisX,Car,Solar Flare,Stable,Sunday,16,76.5361,0,0,86.9728,0.4446
Ecoopolis,Autonomous Vehicle,Clear,Booming,Thursday,16,96.0,0,0,95.7894,0.2206
TechHaven,Drone,Clear,Stable,Wednesday,16,59.3714,0,0,33.7337,0.3701
Neuroburg,Autonomous Vehicle,Solar Flare,Recession,Monday,14,60.1623,0,0,54.693,0.0525
SolarisVille,Drone,Solar Flare,Booming,Sunday,16,74.807,0,0,46.7544,0.2315
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,8,66.3887,0,0,53.111,0.1931
Neuroburg,Autonomous Vehicle,Rainy,Booming,Sunday,9,32.1912,0,0,30.805,0.0708
Neuroburg,Autonomous Vehicle,Snowy,Booming,Sunday,9,21.9109,0,0,20.9673,0.0977
AquaCity,Autonomous Vehicle,Rainy,Recession,Sunday,20,48.0014,0,0,42.6679,0.1754
TechHaven,Autonomous Vehicle,Rainy,Recession,Wednesday,21,63.8604,0,1,56.5837,0.0856
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,5,47.5026,0,0,38.0021,0.5361
SolarisVille,Autonomous Vehicle,Rainy,Stable,Tuesday,22,88.2259,0,0,70.5807,0.381
AquaCity,Autonomous Vehicle,Rainy,Stable,Friday,4,24.5747,0,0,19.6597,0.5791
AquaCity,Car,Rainy,Booming,Friday,4,35.4576,0,0,35.4576,0.731
Neuroburg,Drone,Snowy,Recession,Monday,23,18.7265,0,0,11.2001,0.0159
Ecoopolis,Autonomous Vehicle,Clear,Stable,Sunday,1,61.3167,0,0,49.0533,0.308
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Friday,14,37.0088,0,0,29.607,0.1793
Ecoopolis,Drone,Clear,Recession,Tuesday,20,67.452,0,1,33.726,0.0412
Ecoopolis,Flying Car,Rainy,Stable,Friday,21,66.8595,0,0,80.2314,0.252
TechHaven,Autonomous Vehicle,Snowy,Stable,Thursday,18,107.2621,1,1,89.6838,0.1412
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Sunday,7,45.2642,0,0,36.2114,0.1723
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,4,82.5319,0,1,78.9779,0.0356
Ecoopolis,Drone,Electromagnetic Storm,Recession,Sunday,21,39.8998,0,0,19.9499,0.1219
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,6,56.6912,0,0,54.2499,0.1381
Ecoopolis,Drone,Solar Flare,Recession,Sunday,8,47.7337,0,0,23.8668,0.189
SolarisVille,Drone,Snowy,Booming,Friday,17,42.1422,1,0,21.0711,0.4098
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Recession,Tuesday,1,70.35,0,0,67.3206,0.0204
TechHaven,Drone,Electromagnetic Storm,Stable,Sunday,7,83.807,0,0,50.1238,0.1865
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,9,61.0476,0,0,58.4188,0.4074
SolarisVille,Autonomous Vehicle,Snowy,Recession,Saturday,13,16.0071,1,0,12.8057,0.1272
SolarisVille,Drone,Snowy,Stable,Sunday,5,57.5874,0,0,28.7937,0.3444
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Stable,Sunday,15,26.1769,0,1,20.9415,0.6428
MetropolisX,Autonomous Vehicle,Rainy,Booming,Sunday,11,34.295,0,0,32.8182,0.5149
AquaCity,Autonomous Vehicle,Snowy,Stable,Monday,1,19.8185,0,0,15.8548,0.5278
Ecoopolis,Drone,Snowy,Recession,Monday,6,32.884,0,0,16.442,0.0875
AquaCity,Autonomous Vehicle,Solar Flare,Stable,Friday,8,65.3582,1,0,52.2866,0.6637
SolarisVille,Drone,Rainy,Recession,Thursday,14,110.0147,0,0,55.0074,0.2227
Neuroburg,Autonomous Vehicle,Snowy,Stable,Sunday,23,54.5175,0,0,52.1699,0.0571
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Thursday,0,60.4159,0,0,48.3328,0.0832
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Sunday,2,121.7705,0,0,110.7004,0.0793
Ecoopolis,Autonomous Vehicle,Clear,Stable,Thursday,20,13.417,0,0,11.9262,0.2478
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,5,77.7977,0,0,62.2382,0.5878
SolarisVille,Drone,Clear,Stable,Sunday,12,30.2503,1,0,15.1252,0.4361
TechHaven,Autonomous Vehicle,Snowy,Recession,Sunday,12,30.6447,1,0,23.46,0.0899
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Friday,5,79.5724,0,0,63.6579,0.2291
AquaCity,Flying Car,Electromagnetic Storm,Booming,Monday,1,70.9264,0,0,85.1117,0.7253
MetropolisX,Autonomous Vehicle,Rainy,Stable,Saturday,13,64.5688,1,0,49.4307,0.5417
AquaCity,Flying Car,Clear,Booming,Tuesday,3,93.2053,0,0,111.8463,0.4498
AquaCity,Drone,Electromagnetic Storm,Booming,Friday,10,59.7221,0,0,29.861,0.3981
MetropolisX,Drone,Snowy,Stable,Sunday,14,52.5258,1,0,25.132,0.6614
AquaCity,Autonomous Vehicle,Solar Flare,Booming,Thursday,6,85.1151,0,0,68.0921,0.4495
MetropolisX,Autonomous Vehicle,Rainy,Stable,Monday,16,108.3456,0,0,108.3717,0.3823
TechHaven,Flying Car,Snowy,Booming,Thursday,13,18.9282,0,0,27.1696,0.4184
SolarisVille,Flying Car,Electromagnetic Storm,Recession,Saturday,12,96.9113,1,0,116.2936,0.2773
MetropolisX,Autonomous Vehicle,Rainy,Recession,Friday,18,30.8103,1,0,23.8251,0.103
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Wednesday,14,88.4797,0,0,70.7837,0.0266
Neuroburg,Autonomous Vehicle,Clear,Booming,Sunday,23,45.8861,0,0,41.7147,0.0657
TechHaven,Autonomous Vehicle,Clear,Recession,Saturday,19,24.6906,0,0,22.446,0.0989
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Saturday,1,58.8737,0,0,47.099,0.1789
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Wednesday,21,73.2417,0,0,65.1037,0.2369
AquaCity,Autonomous Vehicle,Clear,Stable,Saturday,3,99.2094,0,0,79.3675,0.4587
Ecoopolis,Drone,Snowy,Stable,Friday,22,86.4,0,0,43.5079,0.292
MetropolisX,Autonomous Vehicle,Clear,Stable,Wednesday,13,59.799,0,0,54.3627,0.4535
Neuroburg,Autonomous Vehicle,Rainy,Stable,Wednesday,19,37.2933,0,0,30.502,0.0554
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Thursday,19,90.5695,0,0,74.0764,0.0603
TechHaven,Autonomous Vehicle,Snowy,Booming,Wednesday,21,51.7456,0,0,45.8494,0.2448
SolarisVille,Drone,Clear,Booming,Tuesday,21,77.5515,0,0,38.7757,0.3485
TechHaven,Drone,Rainy,Stable,Friday,14,85.2265,0,0,50.9728,0.298
Neuroburg,Autonomous Vehicle,Snowy,Booming,Tuesday,19,56.0958,0,0,45.8805,0.0689
TechHaven,Autonomous Vehicle,Snowy,Booming,Tuesday,6,29.6314,0,0,28.3554,0.1979
SolarisVille,Autonomous Vehicle,Rainy,Recession,Sunday,3,50.006,0,0,40.0048,0.2333
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Sunday,13,28.1347,1,0,40.1924,0.6715
SolarisVille,Drone,Snowy,Stable,Friday,2,63.0192,0,0,31.5096,0.2493
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Thursday,19,25.3081,0,0,20.6994,0.0813
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Booming,Saturday,3,112.5996,0,0,107.7508,0.5717
Neuroburg,Autonomous Vehicle,Clear,Stable,Tuesday,18,118.3095,1,0,73.5413,0.0752
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Wednesday,3,108.8074,0,0,87.0459,0.1655
TechHaven,Drone,Solar Flare,Booming,Saturday,23,34.9419,0,0,19.8534,0.3837
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Monday,19,101.47,0,0,85.4125,0.0961
SolarisVille,Drone,Snowy,Stable,Wednesday,22,60.3869,0,0,30.1934,0.3248
TechHaven,Autonomous Vehicle,Clear,Recession,Tuesday,17,24.8062,1,0,18.0409,0.1235
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Sunday,11,86.4,0,0,73.0248,0.2196
SolarisVille,Drone,Rainy,Booming,Monday,20,64.7431,0,0,32.3715,0.3294
AquaCity,Autonomous Vehicle,Snowy,Recession,Friday,16,74.7023,0,0,59.7619,0.2525
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Wednesday,23,39.322,0,0,35.7473,0.0826
SolarisVille,Drone,Rainy,Stable,Saturday,9,32.8512,0,0,16.4256,0.3312
SolarisVille,Autonomous Vehicle,Clear,Booming,Saturday,22,29.6283,0,0,23.7026,0.801
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Monday,16,47.6836,0,0,43.3488,0.264
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Sunday,21,42.3145,0,0,40.4923,0.0285
SolarisVille,Drone,Clear,Stable,Wednesday,20,67.3397,0,0,33.6699,0.4655
AquaCity,Drone,Snowy,Booming,Monday,6,23.5971,0,0,11.7985,0.5773
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,16,26.6741,0,0,25.5254,0.0988
AquaCity,Flying Car,Electromagnetic Storm,Recession,Monday,8,95.04,1,0,135.28,0.1464
AquaCity,Autonomous Vehicle,Clear,Booming,Sunday,9,49.8972,0,0,39.9178,0.4812
AquaCity,Flying Car,Clear,Recession,Friday,9,114.4213,0,0,137.3055,0.3357
SolarisVille,Flying Car,Snowy,Stable,Thursday,2,54.6831,0,0,65.6198,0.579
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Booming,Tuesday,2,34.799,0,0,27.8392,0.4818
Ecoopolis,Autonomous Vehicle,Clear,Stable,Wednesday,8,28.4556,1,0,22.7645,0.1409
AquaCity,Autonomous Vehicle,Clear,Booming,Wednesday,16,63.4701,0,0,50.7761,0.3778
TechHaven,Drone,Solar Flare,Recession,Thursday,23,36.5146,0,0,20.7469,0.0312
TechHaven,Drone,Clear,Booming,Monday,3,34.3902,0,0,19.5399,0.2561
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Thursday,9,55.5146,0,1,44.4117,0.4822
SolarisVille,Drone,Solar Flare,Recession,Saturday,6,68.766,0,0,34.383,0.0313
Ecoopolis,Drone,Electromagnetic Storm,Stable,Friday,1,76.5905,0,0,38.2952,0.1755
TechHaven,Drone,Solar Flare,Recession,Friday,14,40.3681,0,0,31.8562,0.1374
Neuroburg,Drone,Solar Flare,Stable,Tuesday,0,88.571,0,0,50.3244,0.1531
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Friday,10,71.2562,0,0,57.0049,0.1523
MetropolisX,Drone,Clear,Recession,Friday,0,80.8306,0,0,45.9265,0.1651
SolarisVille,Car,Snowy,Stable,Wednesday,9,74.0499,0,0,74.0499,0.4163
Ecoopolis,Car,Electromagnetic Storm,Recession,Tuesday,13,50.478,0,0,50.478,0.033
SolarisVille,Drone,Solar Flare,Recession,Saturday,2,51.7314,0,0,25.8657,0.0304
AquaCity,Autonomous Vehicle,Solar Flare,Stable,Saturday,20,95.9824,0,0,76.7859,0.4016
AquaCity,Drone,Solar Flare,Recession,Friday,23,51.6908,0,0,25.8454,0.1521
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Saturday,11,103.9571,0,0,94.5064,0.0517
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Wednesday,12,40.6433,0,0,36.9484,0.4464
Neuroburg,Autonomous Vehicle,Rainy,Booming,Sunday,6,44.9509,0,0,43.0152,0.1029
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Tuesday,6,72.8373,0,0,66.2157,0.6376
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,20,62.6048,0,0,55.4712,0.0386
MetropolisX,Autonomous Vehicle,Clear,Booming,Friday,4,96.0318,0,0,76.8255,0.8331
AquaCity,Autonomous Vehicle,Clear,Booming,Tuesday,21,75.01,0,0,66.6756,0.3211
Neuroburg,Autonomous Vehicle,Rainy,Booming,Wednesday,0,26.6245,0,0,25.478,0.1662
TechHaven,Car,Rainy,Stable,Wednesday,22,16.8972,0,0,20.212,0.4523
MetropolisX,Autonomous Vehicle,Snowy,Recession,Tuesday,2,70.5605,0,0,67.522,0.1255
MetropolisX,Drone,Clear,Recession,Thursday,21,29.5551,0,0,16.7926,0.2545
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Sunday,11,81.1722,0,0,64.9377,0.178
TechHaven,Autonomous Vehicle,Clear,Booming,Saturday,6,96.0572,0,0,87.3248,0.3287
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Thursday,18,59.554,1,0,53.4716,0.9987
